Name,Link
"Rajiv Gandhi National University

                1 course",/university/rgnul
"Rajiv Gandhi University of Health Sciences

                1 course",/university/rguhs
"RheinMain University of Applied Sciences

                1 course",/university/rheinmain-applied-sciences
"Universidad Ricardo Palma

                1 course",/university/ricardo-palma
"Richard Community College

                1 course",/university/richland
"Rhode Island School of Design

                1 course",/university/risd
"Rajamangala University of Technology Krungthep

                1 course",/university/rmutk
"Rajamangala University of Technology Suvarnabhumi

                1 course",/university/rmutsb
"University of Roehampton

                1 course",/university/roehampton
"Rollins College

                1 course",/university/rollins
"University of Rouen

                1 course",/university/rouen
"Rowan University

                1 course",/university/rowan
"Royal Roads University

                1 course",/university/royalroads
"Rogers State University

                1 course",/university/rsu
"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur

                1 course",/university/rtmnui
"Université La Sagesse

                1 course",/university/sagesse
"University St. Joseph

                1 course",/university/saint-joseph
"Southern Alberta Institute of Technology

                1 course",/university/sait.ca
"Salford Business School, University of Salford

                1 course",/university/salford-business-school
"University of Salford, Manchester

                1 course",/university/salford-manchester
"Salisbury University

                1 course",/university/salisbury
"Sambalpur University

                1 course",/university/sambalpur
"Sanno University

                1 course",/university/sanno
"Santa Fe College

                1 course",/university/santa-fe
"Saveetha Dental College

                1 course",/university/saveetha-dental
"SBI Graduate School

                1 course",/university/sbi
"Ningbo University of Finance and Economics

                1 course",/university/scvtc
"SDM College (Autonomous), Ujire

                1 course",/university/sdmcujire
"Seattle Pacific University

                1 course",/university/seattle-pacific
"Sant Gadge Baba Amravati University

                1 course",/university/sgbau
"Shri Guru Tegh Bahadur Khalsa College

                1 course",/university/sgtb-khalsa
"Shanghai Normal University

                1 course",/university/shanghain
"Sheffield Hallam University

                1 course",/university/sheffield-hallam
"Shenkar College of Engineering

                1 course",/university/shenkar
"Shibaura Institute of Technology

                1 course",/university/shibaura-institute
"Shiv Nadar University

                1 course",/university/shiv-nadar
"Sichuan University

                1 course",/university/sichuanu
"Southern Illinois University Carbondale

                1 course",/university/siu
"Sri Jayachamarajendra College of Engineering

                1 course",/university/sjce
"St.John’s College, Palayamkottai Tirunelveli

                1 course",/university/sjci
"S. Kula Women’s College, Nambol, Manipur

                1 course",/university/skwcnmi
"Institute of Technology Sligo

                1 course",/university/sligo
"Swedish University of Agricultural Sciences

                1 course",/university/slu
"Smith College

                1 course",/university/smith
"Sikkim Manipal University

                1 course",/university/smu
"Shri Mata Vaishno Devi University

                1 course",/university/smvdu
"St. Norbert College

                1 course",/university/snc
"Sree Neelakanta Govt. Sanskrit College

                1 course",/university/sngs
"Universidad de Ciencias Empresariales y Sociales

                1 course",/university/sociales
"Sonoma State University

                1 course",/university/sonoma
"University of Sousse

                1 course",/university/sousse
"University of Southern Denmark (SDU)

                1 course",/university/southern-denmark
"Spokane Falls Community College

                1 course",/university/spokane-falls
"SRM Institute of Science and Technology

                1 course",/university/srm
"St. Albert's College

                1 course",/university/st-alberts
"Stanford School of Engineering

                1 course",/university/stanford-engineering
"Stanford PACS

                1 course",/university/stanford-pacs
"Stanford Law School

                1 course",/university/stanfordlaw
"Stevenson University

                1 course",/university/stevenson
"St. Mark's School

                1 course",/university/stmarksschool
"Stockholm University

                1 course",/university/stockholm
"Suffolk University

                1 course",/university/suffolk
"SUNY Binghamton University

                1 course",/university/suny-binghamton
"Sauk Valley Community College

                1 course",/university/svcc
"Swansea University

                1 course",/university/swansea
"TAFE SA

                1 course",/university/tafe%20sa
"Tagore Dental College

                1 course",/university/tagore
"Taibah University

                1 course",/university/taibah-sa
"IEST – ANÁHUAC TAMPICO

                1 course",/university/tampico
"Taxila Business School

                1 course",/university/taxila
"Chung yuan Christian University

                1 course",/university/tcp
"Teikyo University

                1 course",/university/teikyo
"Temple University

                1 course",/university/temple
"TH Köln - University of Applied Sciences

                1 course",/university/th-koeln
"Tata Institute of Social Sciences, Mumbai

                1 course",/university/tissmi
"Tamil Nadu Agricultural University

                1 course",/university/tnau
"Tennessee Tech University

                1 course",/university/tntech
"Tokyo Future University

                1 course",/university/tokyo-future
"Toulouse Business School

                1 course",/university/toulouse-business
"Université Toulouse - Jean Jaurès

                1 course",/university/toulouse-jean-jaures
"Cuyahoga Community College

                1 course",/university/tri-c
"University of Tsukuba

                1 course",/university/tsukuba
"Texas Tech University

                1 course",/university/ttu
"Technische Universität Berlin

                1 course",/university/tu-berlin
"Tezpur University

                1 course",/university/tui
"Tumkur University

                1 course",/university/tumkur
"Tomsk State University of Control Systems and Radioelectronics

                1 course",/university/tusur
"Université Bretagne Loire

                1 course",/university/u-bretagneloire
"Université de Cergy Pontoise

                1 course",/university/u-cergy
"University Of Jammu

                1 course",/university/u-of-jammu
"University of California Agriculture and Natural Resources

                1 course",/university/uc-california-agriculture
"University of Colorado Denver

                1 course",/university/ucdenver
"UCL School of Management

                1 course",/university/ucl-management
"University College of the North

                1 course",/university/ucn-ca
"Universidad de Flores

                1 course",/university/udflores
"Berlin University of the Arts

                1 course",/university/udk-berlin
"Universidad de las Américas Puebla

                1 course",/university/udlap
"Universidad de San Buenaventura Cali

                1 course",/university/udsbcali
"Ghent University 

                1 course",/university/ugent
"University of Agder

                1 course",/university/uia
"University of Illinois Springfield

                1 course",/university/uis
"University of Missouri-Kansas City

                1 course",/university/umkc
"Université Michel de Montaigne Bordeaux 3

                1 course",/university/ummb3
"The University of North Carolina at Greensboro

                1 course",/university/uncg
"UNESS: Université Numérique en Santé et Sport

                1 course",/university/uness
"University of New Hampshire

                1 course",/university/unh
"Universität Hamburg

                1 course",/university/uni-hamburg
"Uniagraria

                1 course",/university/uniagraria
"Free University of Bozen-Bolzano

                1 course",/university/unibz
"Federal University of the State of Rio de Janeiro

                1 course",/university/unirio
"Universitas Airlangga

                1 course",/university/univ-airl
"Universitas Terbuka

                1 course",/university/univ-ter
"University of Alabama

                1 course",/university/university-alabama
"University College Dublin

                1 course",/university/university-college-dublin
"University of Alabama in Huntsville

                1 course",/university/university-of-alabama-huntsville
"University of Northwestern Ohio

                1 course",/university/unoh
"University of Delhi

                1 course",/university/uod
"Universidad Panamericana

                1 course",/university/up
"Universidad Popular Autónoma del Estado de Puebla

                1 course",/university/upaep
"Université de Perpignan

                1 course",/university/upvd
"UQAM - Université du Québec à Montréal

                1 course",/university/uqam
"The University of Rhode Island

                1 course",/university/uri
"Universidad Católica Santo Toribio de Mogrovejo

                1 course",/university/usat
"University of South Dakota

                1 course",/university/usd
"University of San Francisco

                1 course",/university/usfca
"Uttarakhand Sanskrit University

                1 course",/university/usui
"The University of Texas at El Paso

                1 course",/university/utep
"Universidad Tecnológica de Pereira

                1 course",/university/utp
"University of Texas of the Permian Basin

                1 course",/university/utpb
"Universidad Técnica Particular de Loja

                1 course",/university/utpl
"The University of Texas at San Antonio

                1 course",/university/utsa
"UVA Lifetime Learning, Patrick Henry Memorial Foundation

                1 course",/university/uva-lifetime
"University of Wisconsin-Extension

                1 course",/university/uwex
"University of Wisconsin–La Crosse

                1 course",/university/uwlax
"University of Western Sydney

                1 course",/university/uws
"Universitat de Vic

                1 course",/university/vic
"Victoria University

                1 course",/university/victoria
"Vidyasagar University

                1 course",/university/vidyasagar-univ
"Virginia Tech

                1 course",/university/virginia-tech
"Vistula University

                1 course",/university/vistula
"Flemish Institute for Technological Research

                1 course",/university/vito
"Vivekananda College

                1 course",/university/vivekananda
"University of Waterloo

                1 course",/university/waterloo
"Weber State University

                1 course",/university/weber
"University of Wisconsin - Whitewater

                1 course",/university/wisconsin-whitewater
"Western Kentucky University

                1 course",/university/wku
"College of William & Mary

                1 course",/university/wm
"Julius-Maximilians-Universität Würzburg

                1 course",/university/wuerzburg
"Washington University in St. Louis

                1 course",/university/wustl
"Yashwantrao Chavan Maharashtra Open University, Nashik, Maharashtra

                1 course",/university/ycmoui
"Yeshiva University

                1 course",/university/yeshiva
"Yunan School of Economics and Management

                1 course",/university/ysem
"Yunnan University

                1 course",/university/yunnanu
"Chuzhou University

                1 course",/university/yuzhouc
"Zhengzhou University

                1 course",/university/zhengzhou
"Zurich University of the Arts

                1 course",/university/zurich-arts
"Zuyd University

                1 course",/university/zuyd
